Subject,Relationship,Object
NCT04656847,involves,Myocardial Infarction
NCT04656847,evaluates,Bisoprolol/Perindopril SPC
NCT04656847,measures_primary,Systolic BP reduction
NCT04656847,measures_primary,Diastolic BP reduction
NCT04656847,measures_secondary,Angina attacks
NCT04656847,measures_secondary,Lipid lowering therapy
NCT04656847,measures_secondary,LDL cholesterol
NCT04656847,has_criteria,SBP ≤140 mm Hg
NCT04656847,has_criteria,DBP ≤90 mm Hg
NCT04656847,has_criteria,Younger than 65 years
NCT04656847,has_criteria,Older than 65 years
NCT03853798,involves,Pyruvate Kinase Deficiency
NCT03853798,evaluates,AG-348
NCT03853798,measures_primary,Change from Baseline in Hb Concentration
NCT03853798,measures_secondary,Change from Baseline in Bilirubin
NCT03853798,measures_secondary,Change from Baseline in Lactate Dehydrogenase
NCT03853798,measures_secondary,Change from Baseline in Haptoglobin Levels
NCT03853798,measures_secondary,Change from Baseline in Reticulocyte Percentages
NCT03853798,measures_secondary,Change from Baseline in Number of Transfusion Events
NCT03853798,measures_secondary,Change from Baseline in Number of Red Blood Cell Units Transfused
NCT03853798,measures_secondary,Change from Baseline in Health-Related Quality of Life
NCT03853798,measures_secondary,Change from Baseline in HRQoL PRO Scores
NCT03853798,has_criteria,willing and able to comply
NCT01818245,evaluates,LY2605541
NCT01818245,measures_primary,AUC(0-∞)
NCT01818245,measures_secondary,Cmax
NCT01818245,has_criteria,≥18 to ≤55 years of age
NCT01818245,evaluates,LY2605541
NCT01818245,measures_primary,AUC(0-∞)
NCT01818245,measures_secondary,Cmax
NCT01818245,has_criteria,≥65 Years of Age
NCT01818245,evaluates,LY2605541
NCT01818245,measures_primary,Gtot
NCT01818245,measures_secondary,Rmax
NCT01818245,has_criteria,overtly healthy
NCT02484547,involves,Early Alzheimer's Disease
NCT02484547,evaluates,Aducanumab
NCT02484547,measures_primary,CDR-SB Score
NCT02484547,measures_secondary,MMSE Score
NCT02484547,measures_secondary,ADAS-Cog 13
NCT02484547,has_criteria,Baseline
NCT05442047,involves,Transthyretin (TTR) Amyloidosis
NCT05442047,evaluates,NNC6019-0001
NCT05442047,measures_primary,6-minute walk test
NCT05442047,measures_secondary,NT-proBNP
NCT05442047,measures_secondary,myocardial extracellular volume
NCT05442047,measures_secondary,KCCQ Clinical Summary Score
NCT05442047,measures_secondary,neuropathy impairment score
NCT05442047,measures_secondary,troponin I
NCT05442047,measures_secondary,global longitudinal strain
NCT05442047,has_criteria,heart disease
NCT04882098,involves,Psoriatic Arthritis
NCT04882098,evaluates,Guselkumab
NCT04882098,measures_primary,ACR 20 Response
NCT04882098,measures_secondary,Modified vdH-S score
NCT04882098,has_criteria,Baseline and Week 24
NCT03358147,involves,Persistant Asthma
NCT03358147,evaluates,PT001
NCT03358147,evaluates,Placebo
NCT03358147,evaluates,Spiriva® Respimat®
NCT03358147,measures_primary,Change From Baseline in FEV1
NCT03358147,measures_primary,AUC0-4
NCT03358147,measures_secondary,Rate of Asthma Exacerbations
NCT03358147,measures_secondary,Change From Baseline in ACQ-7
NCT03358147,measures_secondary,Change From Baseline in ACQ-5
NCT03358147,has_criteria,length of follow up
NCT04823247,involves,Psoriasis
NCT04823247,evaluates,Tildrakizumab
NCT04823247,measures_primary,WHO-5 Score
NCT04823247,measures_secondary,Physician Satisfaction
NCT04823247,measures_secondary,FamilyPso Score
NCT04823247,measures_secondary,DLQI-R Score
NCT04823247,measures_secondary,TSQM-9 Score
NCT04823247,measures_secondary,PBI 2.0 Score
NCT04823247,measures_secondary,WPAI:PSO Score
NCT04823247,measures_secondary,NRS Scores
NCT04823247,measures_secondary,PASI Score
NCT04823247,has_criteria,Patient with Psoriasis
NCT00954447,involves,Type 2 Diabetes
NCT00954447,evaluates,Linagliptin
NCT00954447,measures_primary,Change From Baseline in HbA1c
NCT00954447,measures_secondary,Change From Baseline in Fasting Plasma Glucose
NCT00954447,has_criteria,categorical renal function impairment
NCT04037345,involves,Knee Osteoarthritis
NCT04037345,evaluates,SMUP-IA-01
NCT04037345,measures_primary,WOMAC total score
NCT04037345,measures_secondary,WOMAC subscales
NCT04037345,measures_secondary,VAS score
NCT04037345,measures_secondary,IKDC score
NCT04037345,has_criteria,Baseline
NCT02364947,involves,Alcohol Dependence
NCT02364947,evaluates,Nalmefene
NCT02364947,measures_primary,Change in HDDs
NCT02364947,measures_secondary,Change in TAC
NCT02364947,measures_secondary,Response Shift Drinking Risk Level
NCT02364947,measures_secondary,Response Low Drinking Risk Level
NCT02364947,measures_secondary,70% TAC Responder Rate
NCT02364947,measures_secondary,HDD Responder Rate
NCT02364947,measures_secondary,Change in CGI-S
NCT02364947,has_criteria,Alcohol Consumption
NCT01756898,involves,Atopic Dermatitis
NCT01756898,evaluates,ASB17061 Capsules
NCT01756898,measures_primary,EASI score
NCT01756898,measures_secondary,IGA responders
NCT01756898,has_criteria,Baseline up to 29 days
NCT01587898,involves,Anemia
NCT01587898,involves,Chronic Kidney Disease
NCT01587898,evaluates,investigational product
NCT01587898,measures_primary,Maximum Hgb Changes
NCT01587898,measures_secondary,Number of Participants
NCT01587898,measures_secondary,Percentage of Participants
NCT01587898,has_criteria,stable Hgb 8.5-11.0 g/dL
NCT02412098,involves,Hepatic Function
NCT02412098,evaluates,Eleclazine
NCT02412098,measures_primary,AUCinf of Eleclazine
NCT02412098,measures_primary,Cmax of Eleclazine
NCT02412098,measures_secondary,AUCinf of GS-623134
NCT02412098,measures_secondary,Cmax of GS-623134
NCT02412098,has_criteria,Treatment-emergent adverse events
NCT02412098,has_criteria,Clinical Laboratory Abnormalities
NCT05297045,involves,Type 2 Diabetes
NCT05297045,evaluates,RGT001-075
NCT05297045,measures_primary,Change in HbA1c
NCT05297045,measures_secondary,Fasting plasma glucose
NCT05297045,measures_secondary,Body weight
NCT05297045,measures_secondary,Body mass index
NCT05297045,measures_secondary,Waist circumference
NCT05297045,measures_secondary,Blood lipids
NCT05297045,measures_secondary,HbA1c <6.0%
NCT05297045,measures_secondary,Body weight loss
NCT05297045,measures_secondary,Adverse events
NCT05297045,measures_secondary,Systolic blood pressure
NCT05297045,measures_secondary,Diastolic blood pressure
NCT05297045,measures_secondary,Heart rate
NCT05297045,measures_secondary,Complete blood count
NCT05297045,measures_secondary,Serum sodium
NCT05297045,measures_secondary,Serum potassium
NCT05297045,measures_secondary,Serum total bilirubin
NCT03883945,involves,rosacea
NCT03883945,evaluates,Rosacea
NCT03883945,measures_primary,Inflammatory Lesion Counts
NCT03883945,measures_secondary,Erythema and Topography
NCT03883945,has_criteria,Healthy adults 18-65 years
NCT01479647,involves,healthy subjects
NCT01479647,evaluates,PH-797804
NCT01479647,measures_primary,peak plasma concentration
NCT01479647,measures_secondary,time to peak plasma concentration
NCT01479647,measures_secondary,area under the curve
NCT01479647,measures_secondary,terminal plasma half-life
NCT01479647,has_criteria,Body Mass Index 17.5 to 30.5 kg/m2
NCT01479647,has_criteria,total body weight >50 kg
NCT01479647,has_criteria,no clinically relevant abnormalities
NCT01479647,has_criteria,no clinically significant disease
NCT01479647,has_criteria,negative urine drug screen
NCT05074498,involves,Alzheimer's Disease
NCT05074498,evaluates,TB006
NCT05074498,measures_primary,Change From Baseline
NCT05074498,measures_secondary,Adverse Events
NCT05074498,has_criteria,Day 104
NCT05483998,evaluates,TLC-2716
NCT05483998,measures_primary,Plasma concentration
NCT05483998,measures_secondary,Number of subjects
NCT05483998,has_criteria,Healthy Participants
NCT03560245,involves,Alzheimer's Disease
NCT03560245,evaluates,Bryostatin
NCT03560245,measures_primary,Change in SIB Total Score
NCT03560245,measures_secondary,Changes in SIB Total Score
NCT03560245,has_criteria,Moderately Severe to Severe
NCT03022045,involves,Generalized Pustular Psoriasis
NCT03022045,involves,Erythrodermic Psoriasis
NCT03022045,evaluates,Risankizumab
NCT03022045,measures_primary,GPP Clinical Response
NCT03022045,measures_primary,EP Clinical Response
NCT03022045,has_criteria,Japanese Subjects
NCT04666298,involves,High Cardiovascular Risk
NCT04666298,involves,Elevated LDL-C
NCT04666298,evaluates,Inclisiran
NCT04666298,measures_primary,Percent Change From Baseline in LDL-C
NCT04666298,measures_secondary,Percent Change From Baseline in PCSK9
NCT04666298,measures_secondary,Absolute Change in LDL-C From Baseline
NCT04666298,measures_secondary,Proportion of Participants With LDL-C Greater Than 80% of Baseline Value
NCT04666298,has_criteria,LDL-C value greater than '0.8\*(LDL-C at Baseline - LDL-C at Day180...
NCT03025698,involves,Severe Aplastic Anemia
NCT03025698,evaluates,Eltrombopag
NCT03025698,measures_primary,Complete or partial response
NCT03025698,measures_secondary,Platelet response
NCT03025698,measures_secondary,Hematologic counts
NCT03025698,measures_secondary,RBC transfusion independence
NCT03025698,measures_secondary,Platelet transfusion independence
NCT03025698,measures_secondary,Bone marrow cellularity
NCT03025698,measures_secondary,Bone marrow morphology
NCT03025698,measures_secondary,Bone marrow cytogenetics
NCT03025698,has_criteria,Previously untreated or relapsed
NCT02024945,involves,Overactive Bladder Syndrome
NCT02024945,evaluates,Propiverine
NCT02024945,measures_primary,Quality of Life
NCT02024945,measures_secondary,Urination Urge
NCT02024945,measures_secondary,Incontinence episodes
NCT02024945,measures_secondary,Micturition Frequency
NCT02024945,has_criteria,Baseline visit
NCT01369498,involves,Myelofibrosis
NCT01369498,evaluates,Simtuzumab
NCT01369498,measures_primary,Bone Marrow Fibrosis Score
NCT01369498,measures_secondary,Hemoglobin
NCT01369498,measures_secondary,Platelet
NCT01369498,measures_secondary,Absolute Neutrophil Count
NCT01369498,has_criteria,Baseline; Week 24
NCT01360645,involves,Major Depressive Disorder
NCT01360645,evaluates,OPC-34712
NCT01360645,measures_primary,Change From Baseline
NCT01360645,measures_secondary,Sheehan Disability Scale Score
NCT01360645,has_criteria,Efficacy Sample
NCT05001945,involves,Hypertension
NCT05001945,evaluates,MLS-101
NCT05001945,measures_primary,Change in SBP
NCT05001945,measures_secondary,Change in DBP
NCT05001945,has_criteria,≥ 18 years old
NCT06276998,involves,Rheumatoid Arthritis
NCT06276998,evaluates,LNK01001 Capsule
NCT06276998,measures_primary,ACR20 Response
NCT06276998,measures_secondary,ACR50 Response
NCT06276998,measures_secondary,HAQ-DI
NCT06276998,has_criteria,20% improvement
NCT06276998,has_criteria,50% improvement
NCT06570798,involves,Autoimmune Diseases
NCT06570798,evaluates,Inebilizumab
NCT06570798,evaluates,Blinatumomab
NCT06570798,measures_primary,UPCR ≤ 0.5 mg/mg
NCT06570798,measures_primary,Remission in SLE
NCT06570798,measures_primary,LLDAS
NCT06570798,measures_secondary,SLEDAI-2K Score
NCT06570798,measures_secondary,UPCR
NCT06570798,measures_secondary,Anti-inebilizumab Antibody Formation
NCT06570798,measures_secondary,Anti-blinatumomab Antibody Formation
NCT04440345,involves,Overweight
NCT04440345,involves,Obesity
NCT04440345,evaluates,IBI362
NCT04440345,measures_primary,Number of adverse events
NCT04440345,measures_secondary,Anti-IBI362 Antibodies
NCT04440345,measures_secondary,Peak Plasma Concentration
NCT04440345,measures_secondary,Area under the plasma concentration
NCT04440345,measures_secondary,Fasting Blood Glucose
NCT04440345,measures_secondary,Glucagon
NCT04440345,measures_secondary,Insulin
NCT04440345,measures_secondary,C-peptide
NCT04440345,measures_secondary,Change in body weight
NCT04440345,has_criteria,stable body weight
NCT04440345,has_criteria,BMI ≥24 kg/m²
NCT04440345,has_criteria,BMI≥28 kg/m²
NCT05321498,involves,Mild Cognitive Impairment
NCT05321498,involves,Alzheimer's Disease
NCT05321498,evaluates,XPro1595
NCT05321498,measures_primary,EMACC score
NCT05321498,measures_secondary,Cogstate Composite score
NCT05321498,measures_secondary,myelin content
NCT05321498,measures_secondary,blood inflammatory and neurodegeneration biomarkers
NCT05321498,has_criteria,MCI with biomarkers of inflammation
NCT00497198,involves,Type 2 Diabetes
NCT00497198,evaluates,MCI-196
NCT00497198,measures_primary,Change From Baseline in Blood Glucose
NCT00497198,measures_secondary,Change From Baseline in Hemoglobin A1c
NCT00497198,measures_secondary,Change From Baseline in LDL-c
NCT00497198,has_criteria,fasting blood glucose levels
NCT00497198,has_criteria,HbA1c
NCT02472145,involves,Acute Myeloid Leukemia
NCT02472145,evaluates,Decitabine
NCT02472145,evaluates,Talacotuzumab
NCT02472145,measures_primary,Complete Response Rate
NCT02472145,measures_secondary,Overall Survival
NCT02472145,measures_secondary,Event-free Survival
NCT02472145,has_criteria,bone marrow blasts less than 5%
NCT02472145,has_criteria,absence of blasts with Auer rods
NCT02472145,has_criteria,absence of extramedullary disease
NCT02472145,has_criteria,absolute neutrophil count greater than 1.0\*10\^9/liter
NCT02472145,has_criteria,platelet count >100\*10\^9/L
NCT02472145,has_criteria,independence of red cell transfusions
NCT02472145,has_criteria,>25% absolute increase in bone marrow blast count
NCT02472145,has_criteria,bone marrow blasts greater than or equal to 5%
NCT02472145,has_criteria,reappearance of blasts in blood
NCT02472145,has_criteria,development of extramedullary disease
NCT02802345,involves,Idiopathic Pulmonary Fibrosis
NCT02802345,evaluates,Nintedanib
NCT02802345,measures_primary,Change From Baseline
NCT02802345,measures_secondary,Dyspnoea
NCT02802345,has_criteria,Lung Function Impairment
NCT02326298,involves,Plaque Psoriasis
NCT02326298,evaluates,Certolizumab Pegol
NCT02326298,measures_primary,PASI75 Response
NCT02326298,measures_secondary,PGA Clear or Almost Clear
NCT02326298,measures_secondary,PASI90 Response
NCT02326298,has_criteria,At least 75% improvement
NCT01872598,involves,Alzheimer's Disease
NCT01872598,evaluates,Masitinib
NCT01872598,measures_primary,ADCS-ADL score
NCT01872598,measures_secondary,ADAS-Cog score
NCT01872598,measures_secondary,MMSE score
NCT01872598,measures_secondary,CIBIC-plus score
NCT01872598,has_criteria,dementia of Alzheimer's type
NCT01872598,has_criteria,probable Alzheimer' disease
NCT01872598,has_criteria,MMSE 12 to 25
NCT01872598,has_criteria,cholinesterase inhibitors
NCT01872598,has_criteria,memantine
NCT01872598,has_criteria,no other cause of dementia
NCT01872598,has_criteria,no severe delusions or delirium
NCT06212245,involves,Neuromyelitis Optica Spectrum Disorders
NCT06212245,evaluates,Inebilizumab
NCT06212245,measures_primary,Percentage of NMOSD attack
NCT06212245,measures_secondary,Worsening in EDSS Score
NCT06212245,has_criteria,protocol-defined attack criteria
NCT00423098,involves,Lupus Nephritis
NCT00423098,evaluates,Enteric-coated Mycophenolate Sodium
NCT00423098,measures_primary,Complete Remission
NCT00423098,measures_secondary,Partial Remission
NCT00423098,measures_secondary,Prednisone Equivalent Corticosteroids
NCT00423098,measures_secondary,Moderate to Severe Flares
NCT00423098,has_criteria,urine protein/urine creatinine ratio
NCT00423098,has_criteria,urine sediment normalized
NCT00423098,has_criteria,serum creatinine within 10%
NCT04640298,involves,Osteoarthritis of Hip Joint
NCT04640298,evaluates,Cingal®
NCT04640298,measures_primary,NRS Pain on Walking
NCT04640298,measures_secondary,Lequesne Hip Index
NCT04640298,measures_secondary,Patient Global Assessment (PGA) Score
NCT04640298,measures_secondary,OMERACT-OARSI Responder Index
NCT04640298,has_criteria,6 months
NCT05110898,involves,Hypertension
NCT05110898,evaluates,Olmesartan + Indapamide
NCT05110898,measures_primary,Diastolic Blood Pressure Control
NCT05110898,measures_secondary,Systolic Blood Pressure Control
NCT05110898,measures_secondary,Proportion of systolic and diastolic treatment response
NCT05110898,measures_secondary,Systolic and diastolic blood pressure variation by ABPM exam
NCT05110898,measures_secondary,Patients responses to the treatment satisfaction questionnaire
NCT05110898,measures_secondary,Tolerability and occurrence of adverse events (AEs)
NCT05110898,has_criteria,Diastolic Blood Pressure (DBP)
NCT05110898,has_criteria,≥ 18 years
NCT05110898,has_criteria,Essential hypertension
NCT05110898,has_criteria,up to two anti-hypertensives
NCT02718898,involves,Genital Psoriasis
NCT02718898,evaluates,Ixekizumab
NCT02718898,measures_primary,sPGA of Genitalia (0
NCT02718898,measures_secondary,Overall sPGA (0
NCT02718898,measures_secondary,Genital Psoriasis Itch NRS
NCT02718898,measures_secondary,Sexual Activity Limited by Genital Psoriasis
NCT02718898,has_criteria,Genital Psoriasis Symptom Scale
NCT05394805,involves,Crohn's Disease
NCT05394805,evaluates,Adalimumab
NCT05394805,measures_primary,Clinical Remission
NCT05394805,measures_secondary,Serious Adverse Events
NCT05394805,measures_secondary,Serious Adverse Drug Reaction
NCT05394805,measures_secondary,Non-Serious Adverse Drug Reaction
NCT05394805,has_criteria,Moderate to Severe Active
NCT04607005,involves,Chronic Rhinosinusitis With Nasal Polyps
NCT04607005,involves,Eosinophilic Chronic Rhinosinusitis
NCT04607005,evaluates,Mepolizumab
NCT04607005,measures_primary,total endoscopic NP score
NCT04607005,measures_secondary,nasal obstruction VAS score
NCT04607005,measures_secondary,SNOT-22 total score
NCT04607005,has_criteria,Baseline (Day 0)
NCT00748098,involves,Restless Legs Syndrome
NCT00748098,evaluates,GSK1838262 Extended Release Tablets
NCT00748098,measures_primary,Wake Time During Sleep
NCT00748098,measures_secondary,Periodic Limb Movements
NCT00748098,measures_secondary,International Restless Legs Rating Scale
NCT00748098,has_criteria,Baseline
NCT05398198,involves,Asthma
NCT05398198,evaluates,GSK3923886 Inhalation Powder
NCT05398198,measures_primary,LRTS score change
NCT05398198,measures_secondary,URTS score change
NCT05398198,measures_secondary,FEV1 change
NCT05398198,measures_secondary,PEF change
NCT05398198,measures_secondary,Adverse events
NCT05398198,has_criteria,Day 22
NCT00627445,involves,Type 2 Diabetes
NCT00627445,evaluates,Biphasic Insulin Aspart 50
NCT00627445,measures_primary,Change in HbA1c
NCT00627445,measures_secondary,Change in 8-point plasma glucose
NCT00627445,measures_secondary,Change in prandial plasma glucose increment
NCT00627445,measures_secondary,Total increase in total daily insulin dose
NCT00627445,measures_secondary,Change in body weight
NCT00627445,measures_secondary,Number of hypoglycaemic episodes
NCT00627445,has_criteria,week 0
NCT00627445,has_criteria,week 16
NCT03596645,involves,Ulcerative Colitis
NCT03596645,evaluates,Golimumab
NCT03596645,measures_primary,Clinical Remission
NCT03596645,measures_secondary,Symptomatic Remission
NCT03596645,has_criteria,Pediatric Participants
NCT03160898,involves,Amyotrophic Lateral Sclerosis
NCT03160898,evaluates,CK-2127107
NCT03160898,measures_primary,Change From Baseline
NCT03160898,measures_secondary,ALSFRS-R Total Score
NCT03160898,measures_secondary,Slope of Muscle Strength Mega-score
NCT03160898,has_criteria,Baseline to Week 12
NCT04277598,involves,Diabetic Foot Ulcer
NCT04277598,evaluates,APO-2
NCT04277598,measures_primary,Wound area reduction
NCT04277598,measures_secondary,Wound size
NCT04277598,measures_secondary,Complete wound closure
NCT04277598,measures_secondary,Recurrence rate
NCT04277598,has_criteria,>50 % reduction
NCT03201445,involves,Inflammatory Bowel Disease
NCT03201445,evaluates,Filgotinib
NCT03201445,measures_primary,Sperm Concentration
NCT03201445,measures_secondary,Sperm Total Motility
NCT03201445,has_criteria,≥50% decrease
NCT04355845,evaluates,PF-06651600
NCT04355845,measures_primary,Sumatriptan AUC
NCT04355845,measures_secondary,Vital signs
NCT04355845,measures_secondary,Electrocardiogram
NCT04355845,measures_secondary,Lab tests
NCT04355845,measures_secondary,Adverse events
NCT04355845,has_criteria,Healthy participants
NCT04355845,has_criteria,BMI 17.5 to 30.5 kg/m2
NCT04355845,has_criteria,Total body weight >50 kg
NCT04355845,has_criteria,No clinically significant disease
NCT04355845,has_criteria,10-year ASCVD risk ≥7.5%
NCT04355845,has_criteria,No conditions affecting drug absorption
NCT04355845,has_criteria,No MAO-A inhibitors within 14 days
NCT01071798,involves,Rheumatoid Arthritis
NCT01071798,evaluates,Rituximab
NCT01071798,measures_primary,DAS28 Score
NCT01071798,measures_secondary,HAQ Disability Index
NCT01071798,measures_secondary,Percentage of Participants With a Treatment-Emergent Adverse Event
NCT01071798,has_criteria,Clinically Relevant Changes in HAQ-Score
NCT04652245,involves,seasonal allergic rhinitis
NCT04652245,evaluates,Dymista Allergen Chamber
NCT04652245,measures_primary,TNSS change from baseline
NCT04652245,measures_secondary,TOSS change from baseline
NCT04652245,has_criteria,written informed consent
NCT01376245,involves,COPD
NCT01376245,evaluates,Fluticasone Furoate/Vilanterol Inhalation Powder
NCT01376245,measures_primary,Change From Baseline in FEV1
NCT01376245,measures_secondary,Dyspnea Domain Score
NCT01376245,has_criteria,Asian Ancestry
NCT02043145,involves,Hyperhidrosis
NCT02043145,evaluates,BOTOX®
NCT02043145,measures_primary,Change From Baseline
NCT02043145,measures_secondary,Modified Ashworth Scale
NCT02043145,has_criteria,4 Years
NCT02745145,involves,Systemic sclerosis-interstitial lung disease
NCT02745145,evaluates,Abituzumab
NCT02745145,measures_primary,Change From Baseline in FVC
NCT02745145,measures_secondary,Dyspnea as Measured by TDI
NCT02745145,measures_secondary,Absolute Change From Baseline in SGRQ Total Score
NCT02745145,measures_secondary,Absolute Change From Baseline in mRSS
NCT02745145,has_criteria,Diffuse Cutaneous Skin Involvement
NCT01664598,involves,Rheumatoid Arthritis
NCT01664598,evaluates,Tocilizumab
NCT01664598,measures_primary,DAS28-ESR
NCT01664598,measures_secondary,SDAI
NCT01664598,has_criteria,Up to 112 weeks
NCT04057898,involves,Amyotrophic lateral sclerosis
NCT04057898,evaluates,MN-166
NCT04057898,measures_primary,ALSFRS-R score
NCT04057898,measures_secondary,muscle strength
NCT04057898,measures_secondary,quality of life
NCT04057898,measures_secondary,functional activity
NCT04057898,has_criteria,Baseline
NCT02569398,involves,Alzheimer's Dementia
NCT02569398,evaluates,Atabecestat
NCT02569398,measures_primary,Change From Baseline in PACC Score
NCT02569398,measures_secondary,Change From Baseline in CFI Score
NCT02569398,has_criteria,Asymptomatic at Risk
NCT03146845,involves,chronic ulcers
NCT03146845,evaluates,ALLEVYN Life Non-Bordered
NCT03146845,measures_primary,Change CWIS-PSDL Score
NCT03146845,measures_secondary,CWIS-WB
NCT03146845,measures_secondary,CWIS-SL
NCT03146845,measures_secondary,CWIS-GQ
NCT03146845,measures_secondary,CWIS-SQ
NCT03146845,has_criteria,6-week treatment period
NCT05155098,involves,Plaque Psoriasis
NCT05155098,involves,Psoriatic Arthritis
NCT05155098,involves,Ankylosing Spondylitis
NCT05155098,involves,Non-radiographic Axial Spondyloarthritis
NCT05155098,evaluates,Secukinumab
NCT05155098,measures_primary,Retention rate
NCT05155098,measures_secondary,Change in QoL
NCT05155098,measures_secondary,Treatment pattern
NCT05155098,measures_secondary,Work/school absenteeism
NCT05155098,measures_secondary,PASI 75
NCT05155098,has_criteria,Adult Patients
NCT03569098,involves,Hallux Abducto Valgus
NCT03569098,evaluates,Dysport
NCT03569098,measures_primary,NPRS Score at Week 8
NCT03569098,measures_secondary,mFFI Disability Subscale Score
NCT03569098,has_criteria,Baseline and Week 8
NCT01797445,involves,HIV-1
NCT01797445,evaluates,E/C/F/TAF
NCT01797445,evaluates,E/C/F/TDF
NCT01797445,measures_primary,HIV-1 RNA < 50 copies/mL
NCT01797445,measures_secondary,CD4+ Cell Count
NCT01797445,measures_secondary,Hip BMD
NCT01797445,measures_secondary,Spine BMD
NCT01797445,measures_secondary,Serum Creatinine
NCT01797445,has_criteria,Antiretroviral Treatment-Naive
NCT02759198,involves,Knee Osteoarthritis
NCT02759198,evaluates,YH23537
NCT02759198,measures_primary,Change From Baseline in VAS score
NCT02759198,measures_secondary,Western Ontario and McMaster Universities Index of Osteoarthritis (WOMAC) score
NCT02759198,measures_secondary,WOMAC subgroup(pain
NCT02759198,measures_secondary,Percentage From Baseline in WOMAC responder
NCT02759198,measures_secondary,Patient Global Impression of Change (PGIC)
NCT02759198,measures_secondary,Physician's Global Assessment of Response to Therapy (PGART)
NCT02759198,has_criteria,Signed Informed Consent
NCT02759198,has_criteria,Men and women ≥ 40 years of age
NCT02759198,has_criteria,Patients with knee osteoarthritis at one or both knee by ACR
NCT02759198,has_criteria,Patients with known or suspected secondary knee osteoarthritis
NCT05122598,involves,Early Alzheimer's Disease
NCT05122598,evaluates,Computerized Olfactory Training Program
NCT05122598,measures_primary,Logical Memory II
NCT05122598,measures_secondary,ADCS-PACC composite score
NCT05122598,has_criteria,Baseline|Logical Memory II
NCT03922945,involves,Obesity
NCT03922945,evaluates,VI-0521
NCT03922945,measures_primary,% Change in BMI
NCT03922945,measures_secondary,BMI Reduction at Week 56
NCT03922945,has_criteria,Aged 12-17 years
NCT03922945,has_criteria,BMI ≥ 95th percentile
NCT05593445,involves,Lichen Sclerosus
NCT05593445,evaluates,Ruxolitinib Cream
NCT05593445,measures_primary,ITCH4 at Week 12
NCT05593445,measures_secondary,CLISSCO at Week 12
NCT05593445,measures_secondary,Skin Pain NRS Score at Week 12
NCT05593445,has_criteria,Baseline; Week 12
NCT05226598,involves,Metastatic Non-Small Cell Lung Cancer
NCT05226598,evaluates,Pembrolizumab/Vibostolimab Coformulation
NCT05226598,evaluates,Pembrolizumab
NCT05226598,measures_primary,Overall Survival
NCT05226598,measures_secondary,Progression-Free Survival
NCT05226598,measures_secondary,Objective Response Rate
NCT05226598,measures_secondary,Change from Baseline in the Global Health Status/Quality of Life
NCT05226598,has_criteria,PD-L1 Tumor Proportion Score
NCT00872898,involves,Autism
NCT00872898,evaluates,Memantine
NCT00872898,measures_primary,Social Responsiveness Scale
NCT00872898,measures_secondary,Core Autism Treatment Scale-Improvement
NCT00872898,has_criteria,Baseline to Week 12
NCT01615198,involves,Essential Hypertension
NCT01615198,evaluates,LCZ696
NCT01615198,evaluates,Olmesartan
NCT01615198,measures_primary,Change From Baseline in Mean Sitting Systolic Blood Pressure
NCT01615198,measures_primary,Change From Baseline in Mean 24 Hour Ambulatory Systolic Blood Pressure
NCT01615198,measures_secondary,Change From Baseline in Mean Sitting Diastolic Blood Pressure
NCT01615198,measures_secondary,Change in Baseline in Mean 24 Hour Ambulatory Diastolic Blood Pressure
NCT03557398,involves,Vaginal Atrophy
NCT03557398,evaluates,HYDEAL-D Vaginal Pessaries
NCT03557398,measures_primary,Change of VHI score
NCT03557398,measures_secondary,Change of vaginal pH
NCT03557398,measures_secondary,Patient's perception of vulvovaginal symptoms
NCT03557398,measures_secondary,Improvement of sexual function
NCT03557398,has_criteria,Post-menopause Women
NCT02847598,involves,Cutaneous Lupus Erythematosus
NCT02847598,involves,Systemic Lupus Erythematosus
NCT02847598,evaluates,BIIB059
NCT02847598,evaluates,Litifilimab
NCT02847598,measures_primary,Active Joint Count
NCT02847598,measures_secondary,CLASI-A Score
NCT02847598,measures_secondary,CLASI-50 Response
NCT02847598,has_criteria,Baseline to Week 24
NCT02847598,has_criteria,Baseline to Week 16
NCT05516498,involves,Liver Cirrhosis
NCT05516498,evaluates,zibotentan and dapagliflozin
NCT05516498,measures_primary,Absolute change in HVPG
NCT05516498,measures_secondary,HVPG response
NCT05516498,measures_secondary,body weight
NCT05516498,measures_secondary,loop-diuretic equivalents use
NCT05516498,measures_secondary,total body water
NCT05516498,measures_secondary,body fat mass
NCT05516498,measures_secondary,systolic blood pressure
NCT05516498,measures_secondary,diastolic blood pressure
NCT05516498,has_criteria,Week 6
NCT00391898,involves,Parkinson's Disease
NCT00391898,evaluates,Levodopa/Carbidopa/Entacapone
NCT00391898,evaluates,Levodopa/Carbidopa
NCT00391898,measures_primary,UPDRS Part II Score
NCT00391898,measures_primary,UPDRS Part I Score
NCT00391898,measures_primary,UPDRS Part III Score
NCT00391898,measures_primary,UPDRS Part IV Score
NCT00391898,has_criteria,early wearing-off
NCT00835198,involves,Acne Vulgaris
NCT00835198,evaluates,Dapsone Gel 5% and Tretinoin Gel 0.025%
NCT00835198,evaluates,Tretinoin Gel 0.025%
NCT00835198,measures_primary,Change From Baseline
NCT00835198,measures_secondary,Investigator Global Assessment
NCT00835198,measures_secondary,Overall Disease Severity
NCT00835198,measures_secondary,Non-Inflammatory Lesion Counts
NCT00835198,has_criteria,Baseline
